,location,total_sqft,bath,price,bhk
1953,Electronic City,865.0,2.0,42.0,2
1955,Electronic City,910.0,2.0,42.0,2
1957,Electronic City,1360.0,2.0,75.0,3
1958,Electronic City,770.0,1.0,40.0,2
1959,Electronic City,1128.0,2.0,64.0,2
1960,Electronic City,1070.0,2.0,54.0,2
1962,Electronic City,1571.0,3.0,89.0,3
1964,Electronic City,870.0,2.0,39.5,2
1968,Electronic City,1128.0,2.0,65.35,2
1969,Electronic City,1128.0,2.0,65.0,2
1970,Electronic City,755.0,1.0,34.0,2
1974,Electronic City,1563.0,3.0,91.84,3
1977,Electronic City,1025.0,2.0,54.5,2
1984,Electronic City,1128.0,2.0,68.0,2
1985,Electronic City,700.0,1.0,35.0,1
1988,Electronic City,1571.0,3.0,105.0,3
1992,Electronic City,1600.0,3.0,104.0,3
1994,Electronic City,1500.0,2.0,100.0,3
1998,Electronic City,1152.0,2.0,65.0,2
1999,Electronic City,1070.0,2.0,60.0,2
2000,Electronic City,1128.0,2.0,65.5,2
2001,Electronic City,1200.0,2.0,59.0,2
2002,Electronic City,1152.0,2.0,65.75,2
2004,Electronic City,1070.0,2.0,55.0,2
2005,Electronic City,1060.0,2.0,58.0,2
2006,Electronic City,1025.0,2.0,54.1,2
2012,Electronic City,1213.0,2.0,59.32,2
2013,Electronic City,1575.0,3.0,90.0,3
2014,Electronic City,435.0,1.0,19.5,1
2015,Electronic City,1449.0,3.0,100.0,3
2017,Electronic City,1125.0,2.0,58.0,2
2019,Electronic City,1575.0,3.0,101.0,3
2021,Electronic City,550.0,1.0,12.0,1
2022,Electronic City,919.0,2.0,40.0,2
2024,Electronic City,1363.0,2.0,79.0,2
2027,Electronic City,1108.0,2.0,67.15,2
2029,Electronic City,1128.0,2.0,65.7,2
2031,Electronic City,1060.0,2.0,51.0,2
2033,Electronic City,1650.0,3.0,100.0,3
2035,Electronic City,1025.0,2.0,49.0,2
2037,Electronic City,1449.0,3.0,90.0,3
2039,Electronic City,1070.0,2.0,58.0,2
2040,Electronic City,1210.0,2.0,54.0,2
2043,Electronic City,1070.0,2.0,52.0,2
2049,Electronic City,1073.0,2.0,60.0,2
2051,Electronic City,1070.0,2.0,47.0,2
2052,Electronic City,1296.0,2.0,65.0,2
2053,Electronic City,1140.0,2.0,70.93,2
2060,Electronic City,1025.0,2.0,53.9,2
2061,Electronic City,940.0,2.0,54.0,2
2062,Electronic City,435.0,1.0,21.0,1
2065,Electronic City,1355.0,2.0,67.0,2
2068,Electronic City,435.0,1.0,22.0,1
2070,Electronic City,1039.0,2.0,50.0,2
2071,Electronic City,770.0,1.0,39.9,2
2073,Electronic City,1128.0,2.0,64.0,2
2074,Electronic City,605.0,1.0,13.31,1
2076,Electronic City,530.0,1.0,13.5,1
2077,Electronic City,1070.0,2.0,53.0,2
2080,Electronic City,1571.0,3.0,83.0,3
2083,Electronic City,1652.0,3.0,110.0,3
2087,Electronic City,1128.0,2.0,65.58,2
2088,Electronic City,635.0,1.0,28.0,1
2089,Electronic City,1128.0,2.0,65.4,2
2092,Electronic City,1355.0,2.0,72.9,2
2096,Electronic City,770.0,1.0,35.0,2
2098,Electronic City,865.0,2.0,40.0,2
2101,Electronic City,1108.0,2.0,63.0,2
2102,Electronic City,630.0,1.0,40.5,1
2105,Electronic City,605.0,1.0,22.0,1
2107,Electronic City,1070.0,2.0,48.0,2
2110,Electronic City,635.0,1.0,28.0,1
2111,Electronic City,1128.0,2.0,65.45,2
2112,Electronic City,890.0,2.0,40.0,2
2120,Electronic City,630.0,1.0,33.7,1
2124,Electronic City,1400.0,3.0,90.0,3
2126,Electronic City,1258.0,2.0,85.5,2
2127,Electronic City,1386.0,2.0,85.0,2
2128,Electronic City,550.0,1.0,27.0,1
2129,Electronic City,1025.0,2.0,50.0,2
2131,Electronic City,1070.0,2.0,55.0,2
2132,Electronic City,1342.0,2.0,72.0,2
2133,Electronic City,1275.0,3.0,70.0,3
2134,Electronic City,770.0,1.0,38.0,2
2139,Electronic City,1644.0,3.0,92.59,3
2140,Electronic City,1250.0,2.0,62.0,2
2143,Electronic City,418.0,1.0,12.0,1
2144,Electronic City,1128.0,2.0,64.8,2
2147,Electronic City,1060.0,2.0,55.0,2
2148,Electronic City,710.0,1.0,40.42,1
2153,Electronic City,1090.0,2.0,31.48,1
2156,Electronic City,1060.0,2.0,55.0,2
2158,Electronic City,1353.0,2.0,75.0,2
2160,Electronic City,1128.0,2.0,67.0,2
2161,Electronic City,1070.0,2.0,57.0,2
2162,Electronic City,1700.0,3.0,90.0,3
2164,Electronic City,750.0,1.0,35.0,1
2165,Electronic City,1210.0,2.0,55.0,2
2166,Electronic City,1070.0,2.0,60.0,2
2171,Electronic City,1615.0,3.0,97.0,3
2173,Electronic City,1221.0,2.0,68.0,2
2176,Electronic City,995.0,2.0,48.0,2
2177,Electronic City,1342.0,2.0,90.0,2
2179,Electronic City,1128.0,2.0,63.5,2
2180,Electronic City,589.0,1.0,29.0,1
2183,Electronic City,1575.0,3.0,94.5,3
2184,Electronic City,1070.0,2.0,48.0,2
2185,Electronic City,1025.0,2.0,54.0,2
2189,Electronic City,2093.0,4.0,134.0,4
2191,Electronic City,1355.0,2.0,73.0,2
2193,Electronic City,1060.0,2.0,52.0,2
2194,Electronic City Phase II,1056.0,2.0,39.07,2
2195,Electronic City Phase II,1020.0,2.0,30.6,2
2196,Electronic City Phase II,1069.0,2.0,45.0,2
2197,Electronic City Phase II,630.0,1.0,28.35,1
2199,Electronic City Phase II,1000.0,2.0,25.0,2
2200,Electronic City Phase II,1090.0,2.0,28.34,2
2203,Electronic City Phase II,775.0,2.0,38.0,2
2204,Electronic City Phase II,1266.0,2.0,59.0,2
2205,Electronic City Phase II,1000.0,2.0,28.88,2
2208,Electronic City Phase II,972.0,2.0,44.0,2
2210,Electronic City Phase II,1031.0,2.0,55.0,2
2211,Electronic City Phase II,1003.0,2.0,40.6,2
2212,Electronic City Phase II,1031.0,2.0,56.35,2
2214,Electronic City Phase II,1395.0,2.0,62.78,3
2215,Electronic City Phase II,1160.0,2.0,33.5,2
2216,Electronic City Phase II,1065.0,2.0,30.75,2
2217,Electronic City Phase II,1219.0,2.0,61.25,2
2219,Electronic City Phase II,1000.0,2.0,28.88,2
2220,Electronic City Phase II,1790.0,3.0,100.0,3
2221,Electronic City Phase II,769.0,2.0,40.0,2
2223,Electronic City Phase II,900.0,2.0,32.5,2
2226,Electronic City Phase II,993.0,2.0,50.0,3
2227,Electronic City Phase II,1418.0,3.0,52.47,3
2228,Electronic City Phase II,1070.0,2.0,45.0,2
2231,Electronic City Phase II,1140.0,2.0,33.06,2
2232,Electronic City Phase II,1089.0,2.0,32.67,2
2233,Electronic City Phase II,1031.0,2.0,55.0,2
2234,Electronic City Phase II,1253.0,2.0,65.8,2
2236,Electronic City Phase II,1160.0,2.0,33.5,2
2237,Electronic City Phase II,975.0,2.0,45.0,3
2239,Electronic City Phase II,1116.0,2.0,37.0,2
2240,Electronic City Phase II,1125.0,2.0,29.25,2
2241,Electronic City Phase II,1000.0,2.0,28.88,2
2242,Electronic City Phase II,1000.0,2.0,28.88,2
2243,Electronic City Phase II,1000.0,2.0,28.88,2
2244,Electronic City Phase II,1165.0,2.0,30.29,2
2246,Electronic City Phase II,1031.0,2.0,53.0,2
2248,Electronic City Phase II,1065.0,2.0,30.88,2
2250,Electronic City Phase II,1549.0,3.0,80.0,3
2251,Electronic City Phase II,1065.0,2.0,56.13,2
2253,Electronic City Phase II,920.0,2.0,26.0,2
2254,Electronic City Phase II,1140.0,2.0,33.84,2
2255,Electronic City Phase II,1219.0,2.0,61.26,2
2256,Electronic City Phase II,1252.0,2.0,65.0,3
2257,Electronic City Phase II,1125.0,2.0,32.49,2
2259,Electronic City Phase II,1286.0,2.0,69.0,2
2261,Electronic City Phase II,1140.0,2.0,32.92,2
2262,Electronic City Phase II,1116.0,2.0,40.0,2
2263,Electronic City Phase II,1150.0,3.0,46.0,3
2264,Electronic City Phase II,1192.0,2.0,47.0,3
2266,Electronic City Phase II,1020.0,2.0,32.0,2
2267,Electronic City Phase II,1900.0,3.0,97.0,4
2268,Electronic City Phase II,1020.0,2.0,27.43,2
2269,Electronic City Phase II,1025.0,2.0,26.65,2
2270,Electronic City Phase II,1020.0,2.0,29.45,2
2271,Electronic City Phase II,1000.0,2.0,28.88,2
2273,Electronic City Phase II,1140.0,2.0,28.5,2
2274,Electronic City Phase II,1125.0,2.0,32.49,2
2275,Electronic City Phase II,1200.0,2.0,34.65,2
2276,Electronic City Phase II,1160.0,2.0,52.2,2
2277,Electronic City Phase II,1244.0,2.0,55.0,2
2278,Electronic City Phase II,1160.0,2.0,33.51,2
2281,Electronic City Phase II,972.0,2.0,40.0,2
2282,Electronic City Phase II,1160.0,2.0,33.51,2
2284,Electronic City Phase II,1090.0,2.0,31.48,2
2285,Electronic City Phase II,1140.0,2.0,32.92,2
2286,Electronic City Phase II,650.0,1.0,35.0,1
2287,Electronic City Phase II,1155.0,2.0,57.0,2
2288,Electronic City Phase II,1800.0,3.0,92.0,3
2289,Electronic City Phase II,1300.0,2.0,28.0,2
2290,Electronic City Phase II,1160.0,2.0,33.5,2
2291,Electronic City Phase II,1025.0,2.0,29.6,2
2292,Electronic City Phase II,829.0,2.0,22.8,2
2293,Electronic City Phase II,2187.5,4.0,105.0,4
2294,Electronic City Phase II,1252.0,2.0,67.0,2
2296,Electronic City Phase II,1125.0,2.0,32.63,2
2297,Electronic City Phase II,1140.0,2.0,34.0,2
2300,Electronic City Phase II,1252.0,2.0,65.0,3
2301,Electronic City Phase II,1135.0,2.0,46.0,2
2302,Electronic City Phase II,1305.0,3.0,65.0,3
2303,Electronic City Phase II,1165.0,2.0,33.64,2
2305,Electronic City Phase II,1336.0,2.0,50.35,3
2306,Electronic City Phase II,575.0,1.0,16.75,1
2307,Electronic City Phase II,925.0,2.0,49.82,3
2308,Electronic City Phase II,1065.0,2.0,30.76,2
2309,Electronic City Phase II,1065.0,2.0,30.75,2
2310,Electronic City Phase II,1140.0,2.0,33.06,2
2311,Electronic City Phase II,911.0,2.0,26.5,2
2312,Electronic City Phase II,1200.0,2.0,34.65,2
2313,Electronic City Phase II,1031.0,2.0,54.48,2
2317,Electronics City Phase 1,1475.0,3.0,78.29,3
2318,Electronics City Phase 1,1490.0,3.0,78.8,3
2319,Electronics City Phase 1,1113.27,2.0,53.0,2
2320,Electronics City Phase 1,1490.0,3.0,84.0,3
2327,Electronics City Phase 1,1015.0,2.0,56.0,2
2329,Electronics City Phase 1,1515.0,2.0,80.91,3
2330,Electronics City Phase 1,995.0,2.0,46.0,2
2331,Electronics City Phase 1,1555.0,2.0,82.0,3
2332,Electronics City Phase 1,1340.0,2.0,75.0,2
2334,Electronics City Phase 1,1175.0,2.0,57.0,2
2335,Electronics City Phase 1,755.0,1.0,42.41,1
2336,Electronics City Phase 1,580.0,1.0,27.0,1
2337,Electronics City Phase 1,940.0,2.0,49.0,2
2338,Electronics City Phase 1,1335.0,2.0,67.0,2
2339,Electronics City Phase 1,1113.12,2.0,55.0,2
2341,Electronics City Phase 1,1350.0,3.0,71.0,3
2343,Electronics City Phase 1,995.0,2.0,49.8,2
2344,Electronics City Phase 1,635.0,1.0,26.0,1
2345,Electronics City Phase 1,1190.0,2.0,68.0,2
2348,Electronics City Phase 1,360.0,1.0,16.9,1
2349,Electronics City Phase 1,638.0,1.0,32.0,1
2350,Electronics City Phase 1,1175.0,2.0,64.98,2
2351,Electronics City Phase 1,585.0,1.0,21.0,1
2352,Electronics City Phase 1,1200.0,2.0,59.76,2
2353,Electronics City Phase 1,1145.0,2.0,54.0,2
2354,Electronics City Phase 1,1125.0,2.0,65.0,2
2356,Electronics City Phase 1,1550.0,2.0,82.0,3
2358,Electronics City Phase 1,865.0,2.0,40.0,2
2362,Electronics City Phase 1,1800.0,3.0,93.0,3
2363,Electronics City Phase 1,1314.0,2.0,60.0,2
2364,Electronics City Phase 1,1170.0,2.0,62.0,2
2365,Electronics City Phase 1,1450.0,3.0,79.0,3
2366,Electronics City Phase 1,940.0,2.0,48.0,2
2367,Electronics City Phase 1,940.0,2.0,44.0,2
2368,Electronics City Phase 1,1300.0,2.0,67.0,2
2369,Electronics City Phase 1,1028.0,2.0,51.0,2
2371,Electronics City Phase 1,1205.0,2.0,60.0,2
2373,Electronics City Phase 1,1305.0,2.0,67.0,2
2374,Electronics City Phase 1,755.0,1.0,30.12,1
2375,Electronics City Phase 1,1175.0,2.0,60.0,2
2376,Frazer Town,1700.0,3.0,180.0,3
2377,Frazer Town,1870.0,3.0,185.0,3
2378,Frazer Town,1750.0,3.0,150.0,3
2380,Frazer Town,2000.0,3.0,200.0,3
2381,Frazer Town,3500.0,4.0,330.0,3
2382,Frazer Town,2350.0,4.0,285.0,3
2383,Frazer Town,1550.0,2.0,140.0,2
2384,Frazer Town,1900.0,4.0,145.0,3
2385,Frazer Town,2560.0,3.0,265.0,3
2386,Frazer Town,2400.0,3.0,260.0,3
2387,Frazer Town,2560.0,3.0,288.0,3
2390,Frazer Town,1315.0,2.0,140.0,2
2391,Frazer Town,1706.0,3.0,154.0,3
2392,Frazer Town,2079.0,3.0,220.0,3
2394,Frazer Town,3436.0,5.0,345.0,4
2395,Frazer Town,3100.0,3.0,400.0,3
2396,Frazer Town,5400.0,3.0,400.0,3
2397,Frazer Town,1180.0,2.0,105.0,2
2398,Frazer Town,2900.0,4.0,325.0,4
2399,Frazer Town,1870.0,3.0,180.0,3
2400,Frazer Town,896.0,1.0,100.0,1
2401,Frazer Town,1420.0,2.0,120.0,2
2402,GM Palaya,1820.0,2.0,86.0,3
2403,GM Palaya,1225.0,2.0,47.0,2
2404,GM Palaya,1140.0,2.0,48.95,2
2405,GM Palaya,1315.0,2.0,65.0,3
2406,GM Palaya,1315.0,3.0,65.0,3
2407,GM Palaya,1315.0,3.0,64.0,3
2408,GM Palaya,1735.0,3.0,70.0,3
2409,GM Palaya,1643.0,2.0,70.0,3
2410,Garudachar Palya,1325.0,2.0,60.8,3
2411,Garudachar Palya,1060.0,2.0,48.7,2
2412,Garudachar Palya,1150.0,2.0,52.75,2
2413,Garudachar Palya,1295.0,2.0,59.5,3
2414,Garudachar Palya,1320.0,2.0,60.6,3
2415,Garudachar Palya,1295.0,2.0,59.5,3
2416,Garudachar Palya,1150.0,2.0,52.8,2
2417,Garudachar Palya,1150.0,2.0,52.8,2
2418,Garudachar Palya,1060.0,2.0,48.5,2
2419,Garudachar Palya,1150.0,2.0,52.5,2
2420,Garudachar Palya,1325.0,2.0,60.8,3
2421,Garudachar Palya,1060.0,2.0,48.66,2
2422,Garudachar Palya,1150.0,2.0,52.0,2
2423,Garudachar Palya,1154.0,2.0,51.8,2
2425,Giri Nagar,2400.0,4.0,400.0,4
2426,Giri Nagar,1800.0,3.0,252.0,3
2427,Giri Nagar,1350.0,3.0,240.0,3
2428,Giri Nagar,2400.0,4.0,400.0,4
2429,Giri Nagar,3000.0,4.0,375.0,6
2430,Giri Nagar,2400.0,6.0,400.0,6
2431,Giri Nagar,4000.0,3.0,750.0,4
2432,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2433,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
2434,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2435,Gollarapalya Hosahalli,1318.0,3.0,54.0,3
2436,Gollarapalya Hosahalli,861.0,2.0,36.5,2
2437,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
2438,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
2439,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
2440,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
2441,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
2442,Gottigere,1100.0,2.0,40.0,2
2443,Gottigere,967.0,2.0,45.0,2
2444,Gottigere,1618.0,3.0,82.5,3
2445,Gottigere,1222.0,2.0,63.0,2
2447,Gottigere,1300.0,3.0,65.0,3
2448,Gottigere,950.0,2.0,38.0,2
2449,Gottigere,1153.0,2.0,48.5,2
2450,Gottigere,812.0,1.0,26.0,1
2452,Gottigere,1460.0,2.0,65.0,3
2453,Gottigere,1500.0,3.0,70.0,3
2454,Gottigere,1621.0,3.0,72.0,3
2455,Gottigere,812.0,1.0,26.0,1
2456,Gottigere,990.0,2.0,40.0,2
2457,Gottigere,1235.0,2.0,63.0,2
2458,Gottigere,1385.0,3.0,64.0,3
2459,Gottigere,1000.0,2.0,35.0,2
2460,Gottigere,1010.0,2.0,35.0,2
2463,Gottigere,1435.0,2.0,62.0,3
2464,Gottigere,945.0,2.0,45.0,2
2466,Gottigere,2500.0,3.0,120.0,4
2467,Gottigere,1230.0,2.0,52.0,3
2468,Gottigere,1120.0,2.0,50.0,2
2469,Gottigere,1500.0,3.0,63.0,3
2470,Gottigere,1200.0,2.0,40.0,2
2471,Gottigere,1280.0,2.0,61.0,2
2472,Gottigere,1205.0,2.0,56.58,2
2473,Gottigere,1170.0,2.0,40.0,2
2475,Gottigere,1613.0,3.0,72.0,3
2476,Gottigere,1110.0,2.0,36.25,2
2477,Gottigere,1245.0,2.0,59.0,2
2478,Gottigere,1200.0,2.0,50.0,2
2479,Green Glen Layout,1670.0,3.0,120.0,3
2480,Green Glen Layout,3250.0,4.0,230.0,4
2481,Green Glen Layout,1776.42,3.0,105.0,3
2482,Green Glen Layout,3250.0,4.0,230.0,4
2483,Green Glen Layout,940.0,2.0,56.8,2
2484,Green Glen Layout,1075.0,2.0,60.0,2
2485,Green Glen Layout,1715.0,3.0,115.0,3
2486,Green Glen Layout,1751.0,2.0,115.0,3
2487,Green Glen Layout,1750.0,3.0,130.0,3
2488,Green Glen Layout,1530.0,3.0,105.0,3
2489,Green Glen Layout,1752.0,3.0,105.0,3
2490,Green Glen Layout,1680.0,4.0,95.0,3
2491,Green Glen Layout,1728.0,3.0,125.0,3
2492,Green Glen Layout,1645.0,3.0,110.0,3
2493,Green Glen Layout,1517.0,3.0,100.0,3
2494,Green Glen Layout,3150.0,4.0,218.0,4
2496,Green Glen Layout,1750.0,3.0,120.0,3
2497,Green Glen Layout,1751.0,3.0,115.0,3
2498,Green Glen Layout,1750.0,3.0,105.0,3
2499,Green Glen Layout,1885.0,3.0,135.0,3
2500,Green Glen Layout,1715.0,3.0,120.0,3
2501,Green Glen Layout,1623.29,2.0,105.0,3
2502,Green Glen Layout,1715.0,3.0,115.0,3
2503,Green Glen Layout,1715.0,3.0,105.0,3
2504,Green Glen Layout,1600.0,3.0,105.0,3
2505,Green Glen Layout,1717.0,3.0,125.0,3
2506,Green Glen Layout,1250.0,2.0,75.0,2
2507,Green Glen Layout,1715.0,3.0,112.0,3
2508,Gubbalala,1470.0,2.0,82.0,3
2509,Gubbalala,1745.0,3.0,104.0,3
2510,Gubbalala,1745.0,3.0,115.0,3
2511,Gubbalala,1745.0,3.0,110.0,3
2512,Gubbalala,1650.0,3.0,71.0,3
2513,Gubbalala,2570.0,4.0,141.0,5
2514,Gubbalala,1205.0,2.0,70.0,2
2515,Gubbalala,1435.0,2.0,80.0,3
2516,Gubbalala,1475.0,2.0,80.0,2
2518,Gubbalala,1100.0,2.0,49.5,2
2519,Gubbalala,1060.0,2.0,46.0,2
2520,Gubbalala,2000.0,3.0,125.0,3
2522,Gunjur,1140.0,2.0,43.0,2
2523,Gunjur,1356.0,2.0,66.0,3
2524,Gunjur,1600.0,3.0,75.0,3
2526,Gunjur,1140.0,2.0,49.11,2
2527,Gunjur,1195.0,2.0,44.0,2
2528,Gunjur,1190.0,2.0,40.0,2
2529,Gunjur,1457.0,2.0,60.0,2
2530,Gunjur,1080.0,2.0,41.0,2
2533,Gunjur,1175.0,2.0,43.48,2
2534,Gunjur,1362.0,3.0,62.63,3
2535,Gunjur,1071.0,2.0,51.0,2
2536,Gunjur,1063.0,2.0,40.0,2
2537,Gunjur,1235.0,2.0,52.76,2
2538,Gunjur,1362.0,3.0,62.63,3
2539,Gunjur,1362.0,3.0,62.63,3
2540,Gunjur,1588.0,2.0,90.0,3
2541,Gunjur,1235.0,2.0,44.5,2
2542,Gunjur,1457.0,2.0,60.0,2
2543,HAL 2nd Stage,1490.0,2.0,300.0,3
2544,HAL 2nd Stage,600.0,3.0,145.0,2
2545,HAL 2nd Stage,2700.0,3.0,500.0,3
2546,HAL 2nd Stage,2040.0,4.0,500.0,5
2547,HBR Layout,2800.0,2.0,200.0,3
2548,HBR Layout,1722.0,3.0,95.0,3
2549,HBR Layout,1200.0,4.0,120.0,4
2550,HBR Layout,1200.0,2.0,60.0,2
2551,HBR Layout,1004.0,2.0,49.0,2
2552,HBR Layout,1783.0,3.0,125.0,3
2553,HBR Layout,1656.0,3.0,90.0,3
2554,HBR Layout,1089.0,2.0,60.0,2
2555,HBR Layout,1700.0,3.0,110.0,3
2556,HBR Layout,1198.0,2.0,65.0,2
2557,HBR Layout,1200.0,4.0,115.0,4
2558,HBR Layout,1200.0,2.0,120.0,2
2559,HBR Layout,1832.0,3.0,160.0,3
2560,HRBR Layout,1374.0,2.0,95.0,2
2561,HRBR Layout,1440.0,2.0,98.0,2
2563,HRBR Layout,2800.0,3.0,250.0,3
2564,HRBR Layout,1210.0,2.0,75.0,2
2565,HRBR Layout,1265.0,2.0,78.0,2
2566,HRBR Layout,1170.0,2.0,75.0,2
2568,HRBR Layout,1900.0,3.0,90.0,4
2569,HRBR Layout,1625.0,3.0,120.0,3
2570,HRBR Layout,1301.0,2.0,120.0,2
2571,HRBR Layout,1145.0,2.0,68.5,2
2572,HRBR Layout,1300.0,2.0,90.0,2
2574,HSR Layout,1372.0,2.0,68.0,2
2576,HSR Layout,1475.0,3.0,75.0,3
2577,HSR Layout,1467.0,2.0,55.0,2
2578,HSR Layout,1140.0,2.0,46.0,2
2579,HSR Layout,1372.0,2.0,61.0,2
2580,HSR Layout,1750.0,3.0,95.0,3
2582,HSR Layout,1027.0,2.0,44.0,2
2583,HSR Layout,1650.0,3.0,110.0,3
2584,HSR Layout,1140.0,2.0,46.0,2
2585,HSR Layout,1372.0,2.0,61.0,2
2586,HSR Layout,1140.0,2.0,46.0,2
2587,HSR Layout,1185.0,2.0,60.0,2
2588,HSR Layout,1127.0,2.0,68.0,2
2589,HSR Layout,1600.0,2.0,115.0,3
2590,HSR Layout,1145.0,2.0,48.0,2
2591,HSR Layout,1009.0,2.0,56.0,2
2592,HSR Layout,1300.0,2.0,98.0,2
2594,HSR Layout,1140.0,2.0,46.0,2
2595,HSR Layout,1126.0,2.0,69.0,2
2597,HSR Layout,1140.0,2.0,46.0,2
2598,HSR Layout,1145.0,2.0,46.0,2
2599,HSR Layout,1142.0,2.0,65.0,2
2600,HSR Layout,1145.0,2.0,46.0,2
2601,HSR Layout,1844.0,3.0,95.0,3
2602,HSR Layout,1203.0,2.0,72.0,2
2603,HSR Layout,1140.0,2.0,46.0,2
2604,HSR Layout,4200.0,5.0,245.0,5
2605,HSR Layout,1140.0,2.0,46.0,2
2606,HSR Layout,1145.0,2.0,46.0,2
2607,HSR Layout,1009.0,2.0,56.0,2
2608,HSR Layout,1145.0,2.0,46.0,2
2609,HSR Layout,1100.0,2.0,44.0,2
2610,HSR Layout,1203.0,2.0,60.0,2
2611,HSR Layout,1120.0,2.0,70.0,2
2612,HSR Layout,1140.0,2.0,46.0,2
2613,HSR Layout,1289.0,2.0,70.0,2
2614,HSR Layout,1844.0,3.0,89.0,3
2615,HSR Layout,1203.0,2.0,60.0,2
2616,HSR Layout,1140.0,2.0,46.0,2
2617,Haralur Road,1240.0,2.0,70.0,2
2618,Haralur Road,1027.0,2.0,44.0,2
2621,Haralur Road,1194.0,2.0,47.0,2
2622,Haralur Road,1202.0,2.0,53.0,2
2623,Haralur Road,1056.0,2.0,61.0,2
2625,Haralur Road,1810.0,3.0,100.0,3
2626,Haralur Road,1194.0,2.0,46.0,2
2628,Haralur Road,1225.0,2.0,67.38,2
2629,Haralur Road,1243.0,2.0,46.0,2
2630,Haralur Road,1027.0,2.0,44.0,2
2631,Haralur Road,1920.0,3.0,115.0,3
2632,Haralur Road,1875.0,3.0,110.0,3
2633,Haralur Road,1194.0,2.0,47.0,2
2634,Haralur Road,1140.0,2.0,43.0,2
2635,Haralur Road,1027.0,2.0,44.0,2
2636,Haralur Road,1194.0,2.0,46.0,2
2637,Haralur Road,2017.0,3.0,125.0,3
2638,Haralur Road,1140.0,2.0,43.0,2
2639,Haralur Road,1875.0,3.0,110.0,3
2640,Haralur Road,1092.0,2.0,44.0,2
2641,Haralur Road,2475.0,4.0,130.0,3
2642,Haralur Road,1300.0,2.0,73.0,2
2643,Haralur Road,1194.0,2.0,47.0,2
2644,Haralur Road,1243.0,2.0,46.0,2
2645,Haralur Road,1850.0,3.0,110.0,3
2646,Haralur Road,1225.0,2.0,67.38,2
2647,Haralur Road,1243.0,2.0,46.0,2
2648,Haralur Road,3400.0,5.0,240.0,4
2649,Haralur Road,1464.0,2.0,56.0,2
2650,Haralur Road,1230.0,2.0,78.0,2
2651,Haralur Road,1000.0,2.0,44.0,2
2653,Haralur Road,1300.0,2.0,79.0,2
2654,Haralur Road,1444.0,2.0,80.0,3
2655,Haralur Road,1088.0,2.0,68.0,2
2656,Haralur Road,1027.0,2.0,44.0,2
2658,Haralur Road,1225.0,2.0,70.0,2
2660,Haralur Road,1194.0,2.0,46.0,2
2661,Haralur Road,1830.0,3.0,101.0,3
2662,Haralur Road,1810.0,3.0,126.0,3
2663,Haralur Road,1464.0,2.0,56.0,2
2664,Haralur Road,1520.0,2.0,96.0,3
2665,Haralur Road,1300.0,2.0,75.0,2
2666,Haralur Road,2017.0,2.0,125.0,3
2667,Haralur Road,1243.0,2.0,46.0,2
2668,Haralur Road,1027.0,2.0,44.0,2
2670,Haralur Road,1243.0,2.0,46.0,2
2671,Haralur Road,1027.0,2.0,44.0,2
2672,Haralur Road,2017.0,3.0,105.0,3
2673,Haralur Road,1243.0,2.0,46.0,2
2674,Haralur Road,1243.0,2.0,46.0,2
2675,Haralur Road,1520.0,2.0,90.0,3
2676,Haralur Road,1300.0,2.0,60.0,2
2677,Haralur Road,1985.0,3.0,130.0,3
2678,Haralur Road,1255.0,2.0,90.0,3
2679,Haralur Road,1056.0,2.0,60.0,2
2680,Haralur Road,1140.0,2.0,42.0,2
2681,Haralur Road,1245.0,2.0,62.0,2
2682,Haralur Road,1140.0,2.0,58.0,2
2683,Haralur Road,1140.0,2.0,42.0,2
2684,Haralur Road,1027.0,2.0,43.0,2
2685,Haralur Road,1194.0,2.0,47.0,2
2686,Haralur Road,1194.0,2.0,47.0,2
2687,Haralur Road,1560.0,3.0,90.0,3
2688,Haralur Road,1520.0,2.0,85.0,3
2689,Haralur Road,1243.0,2.0,45.0,2
2690,Haralur Road,1027.0,2.0,44.0,2
2691,Haralur Road,1194.0,2.0,46.0,2
2692,Haralur Road,1650.0,3.0,100.0,3
2693,Haralur Road,1580.0,3.0,73.0,3
2694,Haralur Road,1243.0,2.0,46.0,2
2695,Haralur Road,1194.0,2.0,47.0,2
2697,Haralur Road,1520.0,2.0,96.0,3
2698,Haralur Road,1510.0,3.0,83.05,3
2699,Haralur Road,1056.0,2.0,65.0,2
2700,Haralur Road,1810.0,3.0,100.0,3
2701,Haralur Road,1243.0,2.0,46.0,2
2702,Haralur Road,575.0,1.0,38.0,1
2703,Haralur Road,1194.0,2.0,46.0,2
2704,Haralur Road,1243.0,2.0,46.0,2
2705,Haralur Road,1194.0,2.0,46.0,2
2706,Haralur Road,1140.0,2.0,43.0,2
2707,Haralur Road,1850.0,3.0,120.0,3
2708,Haralur Road,1194.0,2.0,47.0,2
2709,Haralur Road,1194.0,2.0,47.0,2
2711,Haralur Road,1243.0,2.0,46.0,2
